rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	term_value_dce	deep_batch
2005	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_19646259	Aena. Dirección del Aeropuerto Adolfo Suárez Madrid-Barajas		2027-07-28T00:00:00+00:00	55000	EUR	LOW		ue lo haya emitido, si es el caso), mediante certificado de firma electrónica emitido por proveedores de servicios de certificación reconocidos por la plataforma @firma del Ministerio competente al respecto. El formato de los ficheros que se presenten en la plataforma ELICITA debe cumplir con los s…		batch-200.json
2006	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20276181	Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo del Principado de Asturias		2026-09-01T00:00:00+00:00	139200	EUR	LOW		ormidad con lo dispuesto en los artículos 145 y 146 LCSP. Gobierno del Principado de Asturias CONSEJERÍA DE PRESIDENCIA, RETO DEMOGRÁFICO, IGUALDAD Y TURISMO Estado del documento Original Página 46 de 86 Dirección electrónica de validación CSV https://consultaCVS.asturias.es Código Seguro de Verifi…	ál sea la documentación afectada, las consecuencias jurídicas que se deriven de la imposibilidad de acceder a su contenido, respecto de la participación del licitador en el procedimiento. En el caso de que se trate de documentos imprescindibles para conocer la oferta, se podrá acordar la exclusión …	batch-200.json
2007	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_19779334	Consejo de Administración de Zaragoza Deporte Municipal S.A.U.(Medio Propio)		2026-09-04T00:00:00+00:00	3925647.65	EUR	LOW		responder a las restantes preguntas de esta sección, a la sección B y, cuando proceda, a la sección C de la presente parte, cumplimente, cuando proceda, la parte V, y, en cualquier caso, cumplimente y fir me la parte VI. 6 Repítase la información relativa a las personas de contado tantas veces como…		batch-200.json
2008	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_19663802	Aena. Dirección del Aeropuerto de Ibiza		2026-09-10T00:00:00+00:00	54371.73	EUR	LOW		representante legal de la empresa (o por la entidad que lo haya emitido, si es el caso), mediante certificado de firma electrónica emitido por proveedores de servicios de certificación reconocidos por la plataforma @firma del Ministerio competente al respecto. El formato de los ficheros que se pres…		batch-200.json
2009	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317074	Alcaldía del Ayuntamiento de Benavites		2026-09-03T00:00:00+00:00	34455.05	EUR	LOW		ausa imputable al contratista, a la resolución del contrato. El adjudicatario, en el momento de justificar la solvencia deberá aportar firmado el Anexo IV. 1.2 Solvencia económica, por el siguiente medio: Administración General Expediente 2996668P NIF: P4605200G Pliego Cláusulas Administrativas Par…		batch-200.json
2010	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_18701909	Junta de Gobierno del Ayuntamiento de L'Alfàs del Pi		2026-09-04T00:00:00+00:00	656920.58	EUR	LOW		personal especificado en el Pliego de Prescripciones Técnicas. M. DURACIÓN: 24 meses Prórrogas (indicar con una X según proceda): No se contemplan X Sí, se contemplan las siguientes prórrogas: (completar los siguientes apartados) o Número de prorrogas: 2 o Duración de cada prorroga: 12 meses Identi…		batch-200.json
2011	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317107	Sociedad Pública de Infraestructuras y Medio Ambiente de Castilla y León S.A.		2026-09-03T00:00:00+00:00	180000	EUR	LOW		l contrato, a la vista de los trabajos realmente ejecutados y de los precios contratados, redactará las correspondientes valoraciones, las cuales se efectuarán siempre al origen, c oncretándose los trabajos realizados en el periodo de tiempo de que se trate. Las certificaciones para el abono de los…		batch-201.json
2012	PL-BZP:08defe1a-66bf-c0c8-b346-030001e08bf8	Dostawa sprzętu i oprogramowania w ramach projektu „Cyberbezpieczne Wodociągi” realizowanego przez Gminne Przedsiębiorstwo Usługowe Algawa Sp. z o.o.	GMINNE PRZEDSIĘBIORSTWO USŁUGOWE "ALGAWA" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ	2026-08-28T07:00:00+00:00			LOW		Linux (dystrybucje oparte o SUSE) wraz z wersją jądra SLES 12 SP4 – 4.12.14-x, 64-bit SLES 12 SP5 – 4.12.14-x, 64-bit SLES 15 SP1 – 4.12.14-x, 64-bit SLES 15 SP2 – 5.3.18-x, 64-bit SLES 15 SP3 – 5.3.18-x, 64-bit SLES 15 SP4 – 5.14.21, 64-bit SLES 15 SP5 – 5.14.21, 64-bit SLES 15 SP6 – 6.4.x, 64-bit…		batch-201.json
2013	ZA_ETENDERS_OCDS:ocds-9t57fa-163150-2026-07-22	SCM/1361/S/2025-2026	Nelson Mandela Bay Municipality	2026-08-27T11:00:00+00:00		ZAR	LOW			===== FILE: files/Advert 22-07-2026.pdf ===== BUDGET AND TREASURY DIRECTORATE SUPPLY CHAIN MANAGEMENT (SCM) TENDERS NOTICE Tenders are invited for the following: Documents for the following tenders can be obtained at the applicable non-refundable amount per set at Supply Chain Management Tender Off…	batch-201.json
2014	CY-EPPS:9126274	ΕΚΤ 12-26: Προμήθεια εξοπλισμού για την ειδικότητα Ηλεκτρονικοί Υπολογιστές, Δίκτυα και Επικοινωνίες του Κλάδου Ηλεκτρολογίας και Ηλεκτρονικών Εφαρμογών της ΔMTEEK	Υπουργείο Παιδείας Αθλητισμού και Νεολαίας	2026-09-04T12:00:00+03:00		EUR	LOW		fication | >150 x | | | Accessories to be included in the pack | User manual Fiber Cutter Fiber stripper Alcohol cleaner bottle Electronic Fiber Cleaver Currying Case 1 x Spare electrode | | | Training | 8 hours training for 12 persons | | | Warranty | 3 years | | Α/Α | Χαρακτηριστικά - Προδιαγραφέ…		batch-201.json
2015	WORLD-BANK:OP00462471	Legal Compliance and Documentation Consultancy Services for Indonesia Health Systems Strengthening (IHSS) Project		2026-09-03T00:00:00+00:00			LOW		LCDCIHSS</li><li>The Services for Legal Compliance and Documentation Consultancy Firm is expected to commence in November 2026 and conclude by April 2028.</li><li>The Ministry of Health (MoH) now invites eligible firms (&ldquo;Consultants&rdquo;) to indicate their interest in providing the Services…		batch-201.json
2016	PL-BZP:08defdd9-972e-2ba6-b346-030001e08649	Opracowanie dokumentacji projektowej dla zadania: Rozbudowa DW 190 od skrzyżowania z DK 10 do m. Margonin – odcinek od DK10 do m. Białośliwie	WIELKOPOLSKI ZARZĄD DRÓG WOJEWÓDZKICH W POZNANIU	2026-08-28T10:00:00+00:00			LOW		zne\Odcinek I\Przekroje km 31+800 - 40+100.pdf"/> <overwrite value="true"/> <merge_type value="false"/> <compressed value="true"/> <pdfversion value="5"/> </plugin> <plugin class="org.pdfsam.guiclient.gui.panels.JSettingsPanel" name="Ustawienia"/> <plugin class="org.pdfsam.plugin.vpagereorder.GUI.V…		batch-201.json
2017	CA:WS5491670965	E60MC240001-A1 – RFSA Refresh for Small Vessels – General Industry		2031-07-31T14:00:00+00:00		CAD	LOW		000 CAD Emphasized Respond By 31 Jul 2031 18:00 GMTZ UTC Object Status Sector Public Object Status Basic Information Post Overview Attachments (0) Q&A Basic Information Product and Service Categories Barges, Oil or gas crew boat, Oil or gas workboat, Coast guard boat or cutter, Pilot boat, Fishery …		batch-201.json
2018	ZA_ETENDERS_OCDS:ocds-9t57fa-165024-2026-08-07	043/2025/26	King Sabata Dalindyebo Local Municipality	2026-09-15T12:00:00+00:00		ZAR	LOW			e: 12H00 Technical Enquiries may be directed to: Ms A. Bantwini (Corporate Services) Email: athinib@ksd.gov.za 2. Computer lifecycle management, tracking and recovery for a period of three (03) years N/A 80/20 N/A SCM: 039/ 2025/ 26 Date: 11/09/2026 Time: 12H00 Technical Enquiries may be directed t…	batch-201.json
2019	ZA_ETENDERS_OCDS:ocds-9t57fa-165026-2026-08-07	SCM 029-2025/26	King Sabata Dalindyebo Local Municipality	2026-09-15T12:00:00+00:00		ZAR	LOW			e: 12H00 Technical Enquiries may be directed to: Ms A. Bantwini (Corporate Services) Email: athinib@ksd.gov.za 2. Computer lifecycle management, tracking and recovery for a period of three (03) years N/A 80/20 N/A SCM: 039/ 2025/ 26 Date: 11/09/2026 Time: 12H00 Technical Enquiries may be directed t…	batch-201.json
2020	IT-PVL:e5ffffab-a552-4e72-8d99-4678d00412f2	PROCEDURA APERTA PER PER L'AFFIDAMENTO DEL SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO NEL TERRITORIO DEL COMUNE DI PIACENZA CON DECORRENZA DAL 01/01/2027 O COMUNQUE A FAR DATA DAL VERBALE DI CONSEGNA DEL SERVIZIO, FINO AL 31/12/2028.	COMUNE DI PIACENZA	2026-09-21T11:00:00+00:00	10932710.07	EUR	LOW			AL 31/12/2028. Beschreibung: PROCEDURA APERTA PER PER L'AFFIDAMENTO DEL SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO NEL TERRITORIO DEL COMUNE DI PIACENZA CON DECORRENZA DAL 01/01/2027 O COMUNQUE A FAR DATA DAL VERBALE DI CONSEGNA DEL SERVIZIO, FINO AL 31/12/2028. Kennung des Verfahrens: 9…	batch-201.json
2021	IT-PVL:dbaa2057-34ce-405d-b930-6034f5eda31f	Procedura aperta sopra soglia comunitaria, ai sensi dell'art. 71 del d.lgs. n. 36/2023 , articolata in n. 4 lotti, per l'affidamento del Servizio di manutenzione degli autocarri attrezzati Rai marca Iveco, Fiat, Mercedes e Renault impiegati nella produzione de	RAI RADIOTELEVISIONE ITALIANA S.P.A.	2026-09-28T10:00:00+00:00	743601.58	EUR	LOW			ll'art. 71 del d.lgs. n. 36 /2023 , articolata in n. 4 lotti, per l'affidamento del Servizio di manutenzione degli autocarri attrezzati Rai marca Iveco, Fiat, Mercedes e Renault impiegati nella produzione delle riprese esterne dei CPTV di Roma (lotto 1), Napoli (lotto 2), Milano (lotto 3) e Torino …	batch-202.json
2022	IT-PVL:eaf19a80-69b0-47c2-826d-5d2d1a950588	Gara europea a procedura telematica aperta, a lotti, per l'affidamento dei lavori di "sostituzione condotte di distribuzione, a servizio della rete intercomunale e relativa distrettualizzazione nei comuni di Cuneo, Borgo San Dalmazzo, Vignolo, Cervasca, Bernez	AZIENDA CUNEESE DELL'ACQUA S.P.A.	2026-10-19T10:00:00+00:00	19890760.599999998	EUR	LOW			, Tarantasca, Boves, Castelletto Stura, Busca, Villar San Costanzo, Costigliole Saluzzo, Roccasparvera e Gaiola, realizzazione impianto di filtrazione in Località Andonno ed efficientamento serbatoio in Località Crocetta". Codice progetto P0235 Codice Intervento PNIISSI0000010 Kennung des Verfahren…	batch-202.json
2023	IT-PVL:5ad36667-505a-4915-8698-13f6bd3d9a9b	PROCEDURA APERTA SERV. SKIBUS - 3 LOTTI - FASSA, FIEMME E PRIMIERO	TRENTINO TRASPORTI S.P.A.	2026-09-14T10:00:00+00:00	2914520.0	EUR	LOW			PER LA STAGIONE INVERNALE 2026/27 E PRIMIERO PER LE STAGIONI INVERNALI 2026/2027 E 2027/2028 (con l’ applicazione dei criteri ambientali minimi di cui al DM 17/06/2021 ove compatibili, in relazione ai lubrificanti, rispetto ai mezzi impiegati per tali servizi) Kennung des Verfahrens: 5a82857d-9a87-…	batch-202.json
2024	IT-PVL:e227bd01-e6b2-4ea0-be7e-56faedcb6133	P.A. DM STERILI E SISTEMI A CIRCUITO CHIUSO PER ALLESTIMENTO E SOMMINISTRAZIONE FARMACI ANTIBLASTICI, CITOTOSSICI E BIOLOGICI	SERV.SAN.REG.EM-RO USL DI BO	2026-09-22T14:00:00+00:00	5307470.84	EUR	LOW			DESTINATI ALL'ALLESTIMENTO E SOMMINISTRAZIONE DI FARMACI ANTIBLASTICI, CITOTOSSICI E BIOLOGICI PER LE ESIGENZE DELL'AZIENDA USL DI BOLOGNA, DELL'AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOLOGNA E DELL'AZIENDA OSPEDALIERO-UNIVERSITARIA DI FERRARA Kennung des Verfahrens: 1f660b04-ee3c-49fa-9060-4f5a523a9…	batch-202.json
2025	IT-PVL:df0648db-d640-4377-a31f-880b58ec45e2	Gara mediante procedura aperta, ai sensi dell’art. 71 del D. Lgs. n. 36/2023 e s.m.i., espletata in modalità telematica, per un Accordo Quadro con un solo Operatore Economico ai sensi dell’art. 59, comma 1 e 3, del citato decreto legislativo, per l’affidamento	C.U.C AGRORINASCE	2026-09-22T10:00:00+00:00	1605000.58	EUR	LOW			(NA). Beschreibung: Gara mediante procedura aperta, ai sensi dell’art. 71 del D. Lgs. n. 36/2023 e s. m.i., espletata in modalità telematica, per un Accordo Quadro con un solo Operatore Economico ai sensi dell’art. 59, comma 1 e 3, del citato decreto legislativo, per l’affidamento del “Servizio tri…	batch-202.json
2026	IT-PVL:11696723-fd9e-4a15-9834-c89c582ab330	GARA 10/2026: PROCEDURA APERTA IN MODALITA' TELEMATICA PER L'AFFIDAMENTO DELLA FORNITURA PER MESI 36 DI PRODOTTI TESSILI, CALZATURE E/O DISPOSITIVI DI PROTEZIONE INDIVIDUALE NECESSARI PER IL CORPO DI POLIZIA LOCALE DEL COMUNE DI CAGLIARI	COMUNE DI CAGLIARI	2026-09-21T09:00:00+00:00	1674757.32	EUR	LOW			PER IL CORPO DI POLIZIA LOCALE DEL COMUNE DI CAGLIARI Beschreibung: GARA 10/2026: PROCEDURA APERTA IN MODALITA' TELEMATICA PER L'AFFIDAMENTO DELLA FORNITURA PER MESI 36 DI PRODOTTI TESSILI, CALZATURE E /O DISPOSITIVI DI PROTEZIONE INDIVIDUALE NECESSARI PER IL CORPO DI POLIZIA LOCALE DEL COMUNE DI C…	batch-202.json
2027	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20311332	Alcaldía del Ayuntamiento de Punta umbría		2026-09-07T00:00:00+00:00	153266.31	EUR	LOW		al licitador que esté clasificado. No obstante se considerará acreditada la solvencia técnica y económica y financiera, mediante la siguiente Clasificación: GRUPO: G Viales y pistas Subgrupo: 4 Con firmes de mezclas bituminosas Categoría: 2 cuantía superior a 150.000 € e inferior o igual a 360.000 …		batch-202.json
2028	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_19831675	Alcaldia del Ayuntamiento de Alcuéscar		2026-10-14T00:00:00+00:00	82949.11	EUR	LOW		R Verificación: https://alcuescar.sedelectronica.es/ Documento firmado electrónicamente desde la plataforma esPublico Gestiona | Página 15 de 31 ACCESIBILIDAD, PAVIMENTACIÓN Y REDES PLAN PROVINCIAL 2025 DE LA DIPUTACIÓN DE CÁCERES. CÓDIGO 2025/111 PLIEGO DE PRESCRIPCIONES TÉCNICAS PARTICULARES 15/3…		batch-202.json
2029	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20232201	Jefatura de la Sección Económico Administrativa 12 - Agrupación del Acuartelamiento Aéreo Tablada		2027-03-31T00:00:00+00:00	633912	EUR	LOW		na pluralidad de criterios 9. SOLVENCIA ECONÓMICA – FINANCIERA Y TÉCNICO – PROFESIONAL Identificar para cada Lote 9.1. SOLVENCIA ECONÓMICA FINANCIERA – TÉCNICA PROFESIONAL La solvencia se podrá acreditar indistintamente mediante cualquiera de las siguientes opciones: • Opción 1: Clasificación en el…		batch-202.json
2030	PL-BZP:08defd19-b587-ccc4-962b-12000115c9ed	Opracowanie dokumentacji projektowo-kosztorysowej adaptacji budynku szkoły w Subkowach na przedszkole – etap I inwestycji	GMINA SUBKOWY	2026-09-02T08:00:00+00:00			LOW			anie do art. 13 lub 14 RODO Wykonawca nie składa oświadczenia (można skreślić punkt); **** dotyczy Wykonawców, których oferty będą generować obowiązek doliczania wartości podatku VAT do wartości netto oferty, tj. w przypadku: – wewnątrzwspólnotowego nabycia towarów, – importu usług lub importu towa…	batch-202.json
2031	ZA_ETENDERS_OCDS:ocds-9t57fa-165357-2026-08-12	8/3/1-09/2026	Govan Mbeki Local Municipality	2026-09-16T12:00:00+00:00		ZAR	LOW		===== FILE: files/Tender Notice.pdf ===== Tender Notice & Invite GOVAN MBEKI MUNICIPALITY TENDER NO.:8/3/1 - 09/2026 Notice No: 56/2026 CLOSING DATE: 16/09/2026 AT 12H00 APPOINTMENT OF A PANEL OF NATIONAL TERTIARY INSTITUTIONS TO PROVIDE STRUCTURED LEARNING PROGRAMMES FOR A PERIOD OF 36 MONTHS In t…		batch-203.json
2032	WORLD-BANK:OP00459979	Implementation of a risk management system		2026-08-31T00:00:00+00:00			LOW		public of Uzbekistan has applied for financing from the International Bank for Reconstruction and Development (IBRD) of the World Bank Group toward the cost of the Connectivity and Transport Sector Improvement Project (CTSIP), and intends to apply part of the proceeds for consulting services.</p><p…		batch-203.json
2033	ZA_ETENDERS_OCDS:ocds-9t57fa-165439-2026-08-14	ZNTM01268W	Kwazulu Natal - Public Works (Head Office)	2026-09-16T11:00:00+00:00		ZAR	LOW			===== FILE: files/Advert ZNTM01268W Mqhakama High School.pdf ===== The KZN Department of Public Works: Southern Regional Office: INVITATION OF BID ZNT NUMBER INSTITUTION AREA CONTRACT PERIOD CIDB GRADE COST OPEN / ECDP CLOSING DATE/ TIME ZNTM01268 W Department of Education: Sanitation Programme for…	batch-203.json
2034	ZA_ETENDERS_OCDS:ocds-9t57fa-165099-2026-08-07	SAMRC/FM-PGBANDMS/2026/12	Medical Research Council of South Africa	2026-09-11T11:00:00+00:00		ZAR	LOW		s must register on the National Treasury ’ s Central Supplier Database (CSD) prior to submitting bids, by login onto https://secure.csd.gov.za/ . With effect from 1 July 2016, SAMRC may not award any bid to a supp lier not registered as a prospective supplier on CSD. Submit with this bid your CSD s…	and reserves the right to accept part or the whole of any bid or cancel the bid; • Bidder(s) must be able to supply all the required items as indicated in the bid sp ecifications; • Documents and USB flash drives submitted on time by bidders shall not be returned; • Appointment will be subject to t…	batch-203.json
